title,poem,tags,is_love_poem,decade
Aldri for sent å snu,"Fjell uten grunn

faller ikke

de flyr som skyer

uten regn

som faller

oppover

innover

gjennom-

vått



alt er lov

i fjellklatring","Sport, Dikt skrevet på 2000-tallet, Fjell, Eirik Rise, Alle dikt alfabetisk",0,2000
Drikkevise,"Brændevin! Skål!

Klink, så det høres i himlen!

Klink, så de hører, vi morer os!

Brændevin! Skål!

Vi er helvedes stolte sønner!

Alt, som hvisler og kribler,

kribler og kitler og stikker og klorer,

Det skåler vi for . . . Hys!



Hys!

Der var noget indi mig selv, som klatred.

Der var en stor tjørnehæk indi mig selv,

som lukked for en sovende jomfru.

Hvem klatrer i min tjørnehæk?

Hvem plukker mine roser?



Hys!

Det spiller.

Der drar et spillende tog rundt hækken.

Med fakler.



Er der damer?

Damer med slæb er der.

Blå guirlander af damer.

Blå guirlander af damer.



Slæb?

De er jo spildrende nakne!

Legemer. Kjælne.

Ha, se den blonde i bækken.

Foden. Knæet. . .

Er det du, som stjæler min jomfrus roser?

Ud! Ud med dig, tæve!



Såh!

Nu er der ro i min have.

Nu er der blot en.

En, som sover. Som jeg ikke tør vække.

En, som venter. Som jeg ikke tør se.

For hun er ren.



Hendes hud, den er bygget af æbleblomstens blade,

hendes blod er brygget af vårnatvinens skum.



Hendes nerver er spundne af lys, af toner,

hendes muskler er tvundne af roseknoppers marv.



Hendes legem er sigtet af den store Satan,

hendes sjæl er digtet af Gud selv.



Brændevin! Skål!","Dikte (Sigbjørn Obstfelder), Sigbjørn Obstfelder, Dikt skrevet på 1800-tallet, Alle dikt alfabetisk, 1890, Rus",0,1800
Deg (RainbowMind),"Tenkt om jeg kunne se deg igjen, bare for et enkelt minutt

Da kunne jeg fortelle deg hvor fantastisk du er

Hvor vakker du er

Uten på

Og innen i

At du så meg

At du slår meg

BAller er digg

Jeg klarte ikke redde deg ..","Kjærlighet, Forelskelse, RainbowMind, Dikt skrevet på 2000-tallet, Alle dikt alfabetisk",1,2000
Det lyser en stjerne på himmelen ett sted,"Det lyser en stjerne på himmelen ett sted,

hvor alle stjerner finner fred.

Se på de når du er trist og lei,

og husk, jeg er ubeskrivelig glad i deg.","Kjærlighet, Alle dikt alfabetisk",1,0
KONG VINTER!,"Du triumferer nå!

Sitter der på din ruvende trone av is og sne,

med tindrende kalde øyne blå.

Flekker kritthvite tenner og skuer fornøyd ned





Ned på fortapte sjeler som ikke aner sine arme råd

Hutrende, pakket inn i alskens klær,

Med nevene hytter de mot din himmel klar å blå

Jaller ut sin lengsel under snetunge trær





lengtende etter å strekke hånden opp mot himmelhvelv

atter kunne føle på de spede varme strålers glød

fra en du frykter mer enn livet selv

han som vil sende deg tilbake til din grotte mørk og død





Du tror du kanskje har seiret stort nå som ditt verk er fullbrakt?

du svinger ditt septer av frost og krystaller,

Ingen som skal kunne rokke ved din ukuelige makt?

Ti! her sitter jeg til evigheten faller!





Dog vet du at ditt presidium kun er en visitt

Dine vegger vil på ny revne og din trone smelte,

når regn av ild slår ned på dine arkader av hvitt.

Slå om deg din kappe og flykte, se ditt livsverk atter velte.





Det siste du vil se bak tårer kalde,

før du kryper ned i ditt ynkelige abyss

Er en flom av blomsterfeer og våralver

Som kjæler jordens overflate med sommerlige kyss





Bli der nede! Vi skal forsegle din skjebne med lås og slå,

ditt spede forsøk var intet mer enn et blunder.

Slikk dine sår, sov gjerne om du må,

Her oppe skal vi igjen feire vårens vidunder!","Alle dikt alfabetisk, Dikt skrevet på 2000-tallet, Vinter",0,2000
Støvsuger,"Jeg ser i hver krik og krok,

Oppå min vegg er det en hok,

Det henger min støvsuger,

Nå skal støvet tas!","Hushold, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",0,2000
Jeg sitter der i stille gråt,"Jeg sitter er i stille gråt

og tar farvel med deg

en engel du vil bli der oppe

skinn så ned til meg.



Da vet jeg at du følger meg

den veien hvor jeg går

Jeg savner deg så inderlig

du skulle vært her nå.



Jeg sitter der i stille gråt

og tar farvel min venn

i himmelen vi møtes siden

når jeg kalles hjem.



I mellomtiden får jeg pynte

kisten og din grav

med blomsterprakt i rødt og grønt

og lyseblå kronblad.","Sorg, Gråt, Marit Irene Jensen, Dikt skrevet på 2000-tallet, Alle dikt alfabetisk",0,2000
Følelser er noko ein har,"Følelser er noko ein har, ikkje noko ein eier

Men, man skal drite litt i kva andre seier

For det som andre seier treng ikkje alltid å vere sant

Ikkje når det kjem til følelsar","Følelser, Torsor96, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",0,2000
Ungdoms tanker,"Jeg elsker deg

du elsker meg

Jeg hater deg

du hater meg

men innerst inne,

tenker vi det samme.

«Å bli kjent med hverandre».","Kjærlighet, Marit Irene Jensen, Dikt skrevet på 2000-tallet, Alle dikt alfabetisk",1,2000
Noen tanker en påskeformiddag,"Jeg er ingen dikter eller poet,

kan ikke huske 

jeg har skrevet

noe som helst av noe

som kan ligne på noe som dette

noen gang tildigere...

Jeg syntes det ble gøy...

Min lengsel til deg er så høy","Tanker, Kjærlighet, Dikt av anonym forfatter, Dikt skrevet på 2000-tallet, Alle dikt alfabetisk",1,2000
En tanke jeg sendte med vinden,"En tanke jeg sendte med vinden,

men ingen fanget den.

Et skrik jeg skrek i mørket

ble fort glemt igjen.



En tåre jeg gråt alene,

forsvant da stillheten kom.

En hånd jeg strakk ut mot lyset

klarte aldri å knytte bånd.



Et håp jeg aldri skulle miste,

forsvant med dine skritt.

Et minne jeg stadig glemmer

når jeg ser hva vi har blitt.



En sjel jeg forlot i stormen,

finnes ikke mer.

For i en verden bak skyene

er det ting vi ikke ser.



Et hjerte ble til tusen biter

med ord du aldri sa.

Et hull ble leget med tiden,

men vil aldri helt bli bra.



Et sår ble til arr,

den dagen alt tok slutt.

Et løfte om evig kjærlighet,

var et løfte som ble brutt.



En tanke full av anger

Et skrik fra sorgens sjel

En tåre sendt fra hjertet

En hånd som ønsket mer



Et håp til Gud for oss

Et minne om de vi var

En sjel fylt med smerte

Et hjerte som søkte svar



Et hull som fremdeles er tomt

Et sår du overser

Et løfte du en gang ga,

men vi finnes ikke mer.","Famine, 2000-tallet, Kjærlighetssorg, Kjærlighet, Dikt skrevet på 2000-tallet, Alle dikt alfabetisk",1,2000
Den norske Vinter,"Min norske Vinter er saa vakker;

 De hvide sneebedækte Bakker,

 Og grønne Gran med puddret Haar,

 Og trofast Iis paa dybe Vande,

 Og Engledragt paa nøgne Strande;

 Jeg bytter neppe mod en Vaar.

 

 Nu Dalens muntre Sønner glide

 Paa Skier ned fra Fjeldets Side

 Saa rask som Piil i Luften fløi,

 Nu let paa Skøiter de sig svinge,

 Nu Kanefartens Bjelder klinge,

 Og Øret dirrer af den Støi.

 

 Fra Fjeldets Gruber Malmen kjøres,

 Og Mastetræ til Stranden føres,

 Og Kulden selv gir Farten Liv,

 Og Snee paa Fjelde Veien baner

 For norske Bondes Karavaner.

 Flid er min Landsmands Tidsfordriv.

 

 Men vi, som Tid med Spøg fordrive,

 Og Vennelav med Sang oplive

 I varme Sal ved breden Bord,

 Vi drak, om vi ei kunde andet,

 Skaal for den første Stand i Landet,

 Som pløier Hav og dyrker Jord.

 

 Held følge den, som Malmen bryder,

 Hvor Jordens haarde Barm frembyder

 Forborgen Skat til flittig Haand!

 At trodse Død og Storm og Kulde,

 At være fri men Kongen hulde,

 Det er den norske Bondes Aand.

 

 Han skaber ikke Porceliner,

 Og ei bereder hede Viner,

 Men for hans Sveed vi kjøbe dem;

 Han bygger vore Huse tætte,

 Og Vildt, som vi med Smag anrette,

 Han bringer os fra Skoven frem.

 

 Fred hvile over Kuldens Bolig!

 Der sidder raske Nordmand rolig,

 Beskjermet mod hver Uvens Vold;

 Og den, som turde Freden bryde,

 For sildig skal den Kamp fortryde;

 Vi føre Frihed i vort Skjold.

 

 Om Alting fryser her i Norge,

 For Venskabs Varme tør jeg borge;

 Thi der er Ild i Nordmands Bryst.

 Kom, Broder! kom, men uden Kulde,

 Hverandre indtil Døden hulde,

 Syng Venskabs Skaal med mandig Røst!","Alle dikt alfabetisk, Utvalgte dikt til skolebruk ved Wilh. Klem, Vinter, Johan Nordahl Brun",0,0
Stillheten,"I luften henger det tynne tråder.

Vakre tråder, skjøre tråder, usynlige tråder.

Stillheten spinner dem,

Stillheten vever dem,

Stillheten smir dem,

Og jeg er viklet inn i ett ynkelig nett med store krefter. 



I luften flyter det tykke tråder.

Bestemte tråder, sterke tråder, stramme tråder.

Tausheten knytter dem,

Tausheten vikler dem,

Tausheten bygger dem,

og jeg klarer ikke lenger å puste.



I luften ligger det nå ett teppe.

Seigt teppe, mørkt teppe, vondt teppe.

Men jeg orker ikke,

Klarer ikke,

Så jeg klipper med rusten saks over alt med ett eneste ord.

""Du?""","Lindy Elise, Håpløshet, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",0,2000
Eg er den same,"Eg er den same

De ser ikkje meg slik eg ynskjer 

Dei trur eg er sånn dei vil eg ska være

Men den verkelege eg, den får dei nok aldri sjå 

Får det er bare eg som forstår 

Alle andre er uvetene","Alle dikt alfabetisk, Dikt skrevet på 2000-tallet, Dikt på nynorsk",0,2000
Et ord for dagen,"Dagstøtt skytes der skarpt paa os,

men vi skyter ikke igjen.

Alt, hvad vi kan og alt, vi tør,

er at synke og dø som mænd.



Litet jeg vet at feste for

i denne bloddryppende tid.

En hilsen til dem som paa havet

kjemper vor strid!



Alt, hvad de kan og alt, de tør.

er at synke og dø som mønd.

Og synker de ikke, saa vil de ut,

saa vil de straks ut igjen.



Noe jeg vet at feste for

i denne ydmykelsens tid:

Der kommer dødsbud fra havet

manende hit.","Et liv i dikt, Nils Collett Vogt, Alle dikt alfabetisk, Dikt skrevet på 1900-tallet, 17. mai",0,1900
Bergenssangen,"Jeg tog min nystemte Cithar ihænde,

 Sorgen forgik meg paa Ulrikens topp;

 tænkte paa Bauner om de skulde brænde

 og byde Mandskap mod fienden opp;

 følede Freden, blev glad i min Ånd

 og grep til min Cithar med legende Haand.



 Værdige gamle graaskaldede Bjerge,

 I, som omringe min Fædrene-Bye,

 I, som saa mangen en Torden afværge,

 og sønderbryde electriske Skye!

 Yndig er Dalen, I hegne mig ind,

 og Foraar og Dalen opplive mit Sind. 

 

 Herfra fortryllende Syner jeg skuer,

 Lungegaards Vandet, den Slette saa blaa,

 Nyegaards Alleens løvkronede Buer,

 derunder prydede Skiønne at gaae,

 deromkring Markens dens festlige Dragt,

 der Guld i det Grønne den blomstrende Pragt! 

 

 Tæt ved mig Alrikstads dobbelte Slette,

 Kongeborg fordum og brugbar til Strid,

 Skiøn af Naturen, og fortrin vil trette

 med selve Nyegaard, som prunker med Flid,

 der løb fra Svartedig skummende Aae,

 der saae jeg Møllehjul flittig at gaae.

  

 Bedre frem Bergen, det Handelens Sæde,

 strækkende Arme om seilbare Vaag.

 Derhen høikarmede Jækter med Glede

 rustes hver Sommer til dobbelte Tog;

 derfra gaae skibe saa vide om land;

 der kjøber, der selger, der handler hver Mand. 

 

 Der seer jeg Skoven af Masterne høie,

 handlende Stuers Bredvaiende Flag;

 Vippebom seer jeg sig flittig at bøie,

 flittig at hæve. — Tangenternes Slag

 paa dette Handels-Claveer gav Musik,

 og Vare af Skuderne dansende gik.

 

 Nu tog jeg Vand af den springende Kilde,

 hvorudaf Oldtidens Kæmpeslægt drak.

 Naar de lykønske sit Fødeland vilde,

 Sverdet af Skeden tillige de trak,

 Vee! den, saa sang de, saa synger jeg og,

 den Niding, som Sverd imod Fødeland drog. 

 

 Freden, o! Bergen! din rede beskirme,

 Sommeren krone hver Ager med Brød!

 Ilden og Sverdet dig aldrig fornærme,

 Havet dig aabne sit frugtbare Skiød!

 Da mellem Biergene syv skal du staae,

 naar nybaget Kjøbstad i Luften maa gaae. 

 

 Jeg drak den Skaal som mig Ulriken skjænkte;

 drikker den samme I som have Viin.

 Hver som opriktig mod Fødeby tænkte,

 lad denne munterheds Skaal være sin.

 Held for vort Bergen, vort fødelands Held

 Giv alting maa blomstre fra Fjære til Fjeld.","Johan Nordahl Brun, Bergen, Dikt skrevet på 1800-tallet, Alle dikt alfabetisk",0,1800
Høi luft,"En høi en ren septemberdag

til fjelds i vindens friske drag . . .

Hvor kjendes luften tynd og sval!

Det er, som gjennem rummets blaa

     med vinger paa

     jeg svæver over egen kval -

     

Glem for en liten stund dig selv!

Jeg hilser myr og fjeld.

Det aander op av lyngens brand,

     smaa, muntre vand,

og smiler himlens klarhet til

med blaa forglemmigeiers ild . . .

Det strenge liv, det trange dal

med krig og jammer, nød og kval,

alt det er  mig nu.

Men fjernt i solen lyser du,

min ungdoms drømforgyldte top,

dit aldrig jeg rakk op.



Jeg vet om lavt, jeg vet om smaat,

men fremforalt om noe blaat.

Og gik mig livet hvasst imot,

og slynget det sin smertes brand

med tvil og edder i mit blod -

Hvad saa, naar lysets straaleflod

sig speilet i smaa, muntre vand,

som leker om min hjerterot:

Forglem os ei! Forglem os ei!

Idag som dengang: Nei!



Se, det gjør tids ens hjerte træt,

at ikke drøm og liv blev ett.

Idag! Jeg synes, haabet gror

som lyngen frem av stenet jord.

Se, derfor dør vi mere let,

fordi ei drøm og liv var ett -



Vær hilset, blaa septemberdag

til fjelds i vindens drag!



Og endnu kalder langveisfra

min ungdoms drømforgyldte top,

som den gang ømt jeg svarte: Ja!

Vel sandt! Jeg naadde aldrig op

Men hvor idag den blaaner fri

med hvite striper i!","Nils Collett Vogt, September, Dikt skrevet på 1900-tallet, Ungdom, Et liv i dikt, Høst, Alle dikt alfabetisk",0,1900
Tortur-usa,"som støt som ryster deg

  som det brutale

  ved det vitale

  som det snikende

  artsfatale

  ødeleggende brune

  totalitære slimet

  som slår deg i svime

  AH og Mussolinis time

  svelges det i de tusen

  søvnige sydenturhjem

  på apatisk kanaltur","Tortur, Tvi, Dikt skrevet på 2000-tallet, Alle dikt alfabetisk",0,2000
Strada Roma,"Jeg gik paa Stranda Roma i Neapel,

den glædens by, som solbestraalet stiger

av hav og lys og sløvskum som gudinden,

vor fælles Venus, da i morgenvinden

for første gang hun lo sin blanke latter

ut over jordens skjønhetstørste riker.

Jeg gik paa Strada Roma, hvor man skriker,

hvor sydens osl i himmelsk naade skinner

paa æsler, prester og paa faldne kvinder

og rik og gavmild purpurtraader spinder

i proletarens pjalter, der han hviler

sig op til slottets mur og livsstolt smiler . . .

En livsduft over al den vilde vrimmel,

et skrik av solfryd mot den hete himmel --

Og jeg skrek med, som om jeg her var hjemme

og gjenfandt makten i min egen stemme,

dens glans, dens klang. Jeg jublet ut av mindet

hver tæringssyk rebel, hvor han dydsblek spøker

i vore kirker, hjem og trætte bøker . . .

Jeg skrev dem ut i solens brand og væltet

mig i en vaarrus, i en storm av kræfter,

som intet vilde, intet higet efter.

Blott latter, latter! Til det hele smeltet

ind i en farvedrøm, og æsler, prester,

jeg selv og alle Napolis banditter

til lyden av det døende orkester

mot himlen bares i et straaleglitter,

og mørket faldt. Og skal jeg være ærlig,

er kvinden i Neapel skjøn og kjærlig.



Og skjøn og kjærlig drak jeg gul falerner

og skaalte med de store, stumme stjerner.



Mén hvad I vil! Her er dog sandt for dyden

et paradis for mig og for min like.

Ja, gud velsigne lasterne og syden,

hvor man kan elske, drikke vin og skrike!","Nils Collett Vogt, Vår, Dikt skrevet på 1800-tallet, Et liv i dikt, Vin, Syden, Alle dikt alfabetisk",0,1800
De står der tett i tett,"De står der tett i tett

noen pyntet, andre slett

en hage fylt med sorg og savn

Alle minnes vi den gang

Da de gikk på denne jord

hånd i hånd, med far og mor

her vi planter blomster pene

Slik at alle sammen ser det

Lys det har vi også tent

ingenting har vi her glemt

minner strømmer hastig på

Står en stund før jeg må gå","Marit Irene Jensen, Blomster, Dikt skrevet på 2000-tallet, Sorg, Alle dikt alfabetisk",0,2000
Cajusdam-tanker,"Dyden er taus og undselig som Sireds

Øie, som Stjernen, der skjuler sig blye, naar

Stormen laver sin sorteblaa Mund til et

      pralende Qvæde.



Dyden er taus, og den løber tilbage,

bleg som et Barn, der uagtsom en Klokke

rørte, dersom et klingrende Echo dens

      Fodtrin forraader.



Fordums barbariske Drotter sig stolte

strøge om Hagen, naar Harlequins Bjelde

skreg: ""afveien I Pøbel for Jordklodens

      mægtigste Konge""!



Helten foragter Trompeten: hans Mod ei

bier at flyve paa Sværdenes blanke

Vinger, indtil en svindsottig Stymper har

      fyldet sin Lunge.



Gjæstfrihed raaber ei: ""hører! jeg fylder

Bægrene end engang: hører I Venner""?

Ei den ælter hver Bid i en Kage af

      stinkende Selvroes.



Gavmildhed staaer ei paa Hjørnet og raaber:

""nylig jeg Stodderen skjænked! som staaer i

Kroen: -- det er det Samme! der har du en

      kobberrød Penning""!","Henrik Wergeland, Henrik Wergeland - Samlede Skrifter - 1. bind 1825-1833, Alle dikt alfabetisk, Dikt skrevet på 1800-tallet, Tanker",0,1800
Den norske fisker,"Ondt ofte lider den fiskermand,

som ud maa fare, før hanen galer,

al dagen pladske i kolde vand,

paa hjem ei tænke, før solen daler,

i vaade trøie,

snedriv i øie -

o, sad I der, I guldklædte høie!

I andet fandt.



Dog, snar gaar dagen, og alting let,

naar drotten ramler, og lod ei standser,

og kniv ei hviler paa madding-brædt,

og fisken op efter snoren dandser.

Da spares arme

at bankes varme,

madkisten glemme de tomme tarme,

som skrege før.



Saa mangt nu tænker den fisker paa,

mangt med sig selv nu han monne snakke:

i aar skal jorddrot mig lade staa,

i aar ei kastes jeg ned for bakke,

det har ei fare,

nu faar jeg vare,

i aar skal fogden min gryde spare

for skat og told.



God hustru hjemme ser ud igjen;

det kvælder tidlig, og hold er stuen.

I krogen sætter hun rokken hen,

i asken rager, gjør ild paa gruen.

Tung op fra stranden

ind stamper manden,

tre vaade trøier, en efter anden,

han slænger hen.","Fiskere, Alle dikt alfabetisk, Utvalgte dikt til skolebruk ved Wilh. Klem, Claus Frimann",0,0
"Ja, vi elsker","Ja, vi elsker dette landet,

som det stiger frem

furet, veirbidt over vandet

med de tusen hjem;

elsker, elsker det og tænker

paa vor far og mor

og den saganat, som sænker

drømme paa vor jord.



Dette landet Harald bjerged

med sin kjæmperad;

dette landet Haakon verged,

medens Øivind kvad;

Olav paa det land har malet

korset med sit blod,

fra dets høie Sverre taled'

Roma midt imod.



Bønder sine økser brynte,

hvor en hær drog frem;

Tordenskjold langs kysten lynte,

saa den lystes hjem.

Kvinder selv stod op og strede,

som de vare mænd;

andre kunde bare græde;

men det kom igjen!



Vistnok var vi ikke mange;

men vi strak dog til,

da vi prøvdes nogle gange,

og det stod paa spil;

ti vi heller landet brændte,

end det kom til fald;

husker bare, hvad som hændte

ned paa Fredrikshald.



Haarde tider har vi døiet,

blev tilsidst forstødt;

men i værste nød blaaøiet

frihed blev os født.

Det gav faderkraft at bære 

hugersnød og krig,

det gav døden selv sin ære -

det gav forlig!



Fienden sit vaaben kasted,

op visiret for;

vi med undren mod ham hasted;

ti han var vor bror.

Drevne frem paa stand af skammen

gik vi søder paa

Nu vi staar  t r e  b r ø d r e  sammen

og skal saadan staa.



Norske mand i hus og hytte,

tak din store Gud!

Landet vilde han beskytte

skjønt det mørkt saa ud.

Alt, hvad fædrene har kjæmpet,

mødrene har grædt,

har den Herre stille lempet,

saa vi vandt vor ret!



Ja, vi elsker dette landet,

som det stiger frem

furet, veirbidt over vandet

med de tusen hjem.

Og som fædres kamp har hævet

det av nød til seir,

ogsaa vi, naar det blir krævet,

for dets fred slaar leir!","17. mai, Bjørnstjerne Bjørnson, Sang, Alle dikt alfabetisk, Utvalgte dikt til skolebruk ved Wilh. Klem, Dikt skrevet på 1800-tallet",0,1800
Ensomhet,"Hun følte seg alene

alene i verden, alene i alt

hun kunne være i et rom med 100 mennesker

og likevel føle seg så uendelig alene



Som om rommet slukte henne

som om alt de hun holdt fast i gled ut av hendene hennes

som om alt raste over henne

og alt hun hadde igjen

var tomhet

ensomhet

ingen

bare henne

ensom

alene



åh, som hun bare ville rømme fra alt

reise langt langt bort

legge seg ned og føle alt forsvinne

stenge verden ute

stenge alt ute

men da blir det bare henne igjen

ensom 

alene

fortapt 

ensom 

alene","Alle dikt alfabetisk, Dikt skrevet på 2000-tallet, Ensomhet",0,2000
Blir de grønne igjen?,"Syria bygges opp

turister reiser tilbake

gribber bortvises fra Allepos himmel

men hva med de syriske blomstene

blir de grønne igjen?","Krig, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",0,2000
«Dagene» – min gave av klisjeer fra meg til deg,"Når jeg gjør noe jeg liker å gjøre, sklir dagen så raskt av sted

at jeg må gripe tak i den for å prøve å henge med 

Da er farger og lyder kun en eneste strek 

Og klokka får fartsbot av min endeløse lek 



Når jeg gjør noe kjedelig, er dagen en stor stein - tung og slitt 

som jeg prøver å rulle foran meg - litt etter litt 

Alt går i sørpe med steg som blir tunge som bly 

Og alt jeg venter på er at dagen omsider - aldri raskt nok - skal bli ny 



Men når jeg er med deg, da er vi og dagen ett! 

Da får alt mer mening, da er livet komplett! 

Puslespillets brikker finner sitt habitat 

og livets mening blir servert meg på fat 

For aldri før har jeg følt meg så hel 

som da våre sterke følelser ble til èn sjel 

Det er nå jeg bør leve 

Det er nå jeg kan dø 

Det er nå jeg vil sveve over fortidens sjø 

Mine forhenværende ønsker og drømmer som falt 

kan aldri måles mot det største av alt.","Bjørn Ivar Lund, Kjærlighet, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",1,2000
I Hjertet Mitt,"I hjertet mitt vil det alltid bo

et minne fra den gang, du lærte meg å tro

Tro på en verden som var vanskelig og vond

tro på den dag det ville vende om

At lykken ville komme det trodde du på

hva kunne det være du tenkte på nå

Hva var det så som skjedde på din vei

da du forlot dine venner og meg

På ny, banket sorgen hardt på min dør

og innerst i hjertet mitt, ligger minnet og blør

Jeg håper og håper, du snart kommer inn

som bris fra en vår vind du klemmer mitt kinn

Tårer fra øyne, de renner så ned

og river meg raskt inn i virkelighet

Borte er håpet, troen og gleden

borte er du, på din reise til freden.","Marit Irene Jensen, Kjærlighet, Dikt skrevet på 2000-tallet, Sorg, Alle dikt alfabetisk",1,2000
Få venner blir som gull,"Få venner blir som gull

bare du er verdt dette gullhjerte

fra den dagen jeg ble kjent med deg

var du der for meg

da noen forsvant fra min venneliste var

du der fremdeles

og blir der for evig

for du har så mye

- omtanke

- glede

- kjærlighet

derfor er du min venn","Vennskap, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",0,2000
Betlehemsstjernen,"De himmelske stjerner i nattens rum

falmer ved daggry og dirrer —

Da skjælver den fattige slægt, som stum

venter i sneen og stirrer.

Bag ødslige aaser det lyser rødt:

Eder er nu en frelser født!

For eder i armodskjolen

er Betlehemsstjernen 



Den røde og blinkende stjerne gaar

lavt over vidder og ørkner

dybere ind i den vilde vaar

som mindre og mindre mørkner —

Og under dens flammer i mystisk drøm

slæber sig slægternes dunkle strøm

med staver i krummede næver

og læber som brænder og bæver —



Karer og kvinder med barn i bælg

traar i de skumrende flammer —

Melken er kold i de spædes svælg,

brystet er sjunkent af jammer —

men bortover berget, hvor færden gaar

viker det hvite for vand og vaar —

skjælvende springer i kulden

kvinder og bom over mulden.



Skjælvende slæbes fra sten til sten

mangen en liden, som snubler

taus og taalmodig, paa skjæve ben

mellem de store og grubler.

Men just som den brusende hær naar op

øverst til skraaningens dunkle top,

sker det, at skarerne tumler

slagne tilbage, og mumler — —



For lige tilhimmels, i hellig trods

hænger i høide med bjerget

stjemnernes stjerne, en ildkolos

mægtigt af bønner besværget.

Dér hvor dens straalende stav kan naa

spruter der elve og sjøer blaa —

Og horderne styrter i torden

nedover bjerget fra norden — — —



Kvinderne løfter de bleke børn

hyllet i filler og fliker

opad i luften, hvor skyernes ørn

magert mod bjergene skriker,

og udover skraaningens bratte land

ebber det stivnede, hvite vand

og blotter i grønskende fjæren

knopper med hemmeligt ærend — —



Inde i skogen er hver en kvist

en bøielig, spænstig straale,

ladet til spidsen med al den gnist

som sevje og bark kan taale.



Det myldrer af unger med kinden brun

af underligt, æventyrgyldent dun,

og under de springende føtter

aabner sig tuer og røtter — — —



Tause forlader konval, viol,

de fugtige røtters rønner —

reiser sig rakt i den stærke sol

eftersom færden dønner — —

Der suser i skogen en salig lyd

fra filler og silke: Mod syd, mod syd,

hvor dage og dagklare nætter

straaler om sjøer og sletter — —



Og snart er den mægtige sol saa nær

som jordiske øine taaler.

Da sprøiter den ud over haabets hær

de glødende die-straaler — —

Den vugger sig yppig og stor og sund

mod skabningens vilde og aabne mund,

som suger af drømmens skive

kraftigt sit blod tillive.



Saa synker de straalende lys i hav

bag hellige poppelhaver,

og mennesker bryder i græsset af

de krøkede pilgrimsstaver!

De finder sig glade og trætte frem

i blomsternes skinnende Betlehem, —

saa sovner de sjæletrygge

i høisommer-maanens skygge — — —","Nye Digte (Olaf Bull), Olaf Bull, Dikt skrevet på 1900-tallet, Alle dikt alfabetisk, Kristendom",0,1900
Hjertesorg (av Ds),"Jeg går alene

På vakre stier

Mitt hjerte bløder

De andre tier



Du gav meg kake

Laget av manipulasjon

Pyntet med fantasier

Om bedre dager som kom



Kaken var pakket inn i løgn

Avlevert ved døren

Du ville se meg spise den

Før du drog igjen



Ha det! Sa du, Kjære ven

Drog av gårde, med masse tårer

Ute av øye, ute av sinn -med masse klem

Kann noen vere så slem?



Utroskapen isenesatt blev

trudde ingen kunne se

På profilen hennes -hjerter skrev

Med hjerteløshet hjertet i filler rev","Kjærlighet, Ds, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",1,2000
Arbeid med glede!,"Alt arbeid har sin egenverdi.

Enhver oppgave, liten eller stor, er

viktig nok til å bli utført godt,

grundig og med omtanke. Vær

stolt av arbeidet ditt, og av deg

selv når du gjør en god jobb.



Det er ikke bare betalt arbeid som

er verdifull. Tenk over hvor mye

av det virkelig viktige arbeidet i

livet som ikke medfører noen

lønningspose.



Alt arbeid kan være kreativt.

Arbeidet ditt er en del av den

evige skapelsesprosessen som

Verden gjennomgår. Du kan

betrakte deg selv som en av

Skaperens nære medarbeidere.","Alle dikt alfabetisk, Arbeid",0,0
